Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280,Proline,Alcohol
8,4.305609188205447,14.432616280193272,78,15,62.487233818084405,0.3393755426323689,1,3.9109673865723775,0.985402446577604,13.668746525708196,163,1203.4500927676327
7,3.8599476800081547,10.233160380956456,139,5,41.59958108181485,0.40524893558475483,2,5.706038337623593,1.1486995549778742,11.738423545140748,483,1156.658286020167
8,2.472010054194516,14.703756427087274,84,13,42.97387725000331,0.5337469654331389,7,4.0246755040884805,0.9051505045564057,13.54207678279198,535,1478.5002153083108
6,1.7163735184131361,11.049640107756048,84,4,47.292676977089364,0.40372595764126695,1,5.709392878080884,0.9037707294082767,12.96848410146199,571,1239.946968752972
7,2.3703964599640845,10.492118007321787,138,10,51.50074122070306,0.36355880022462805,7,3.75176137087816,1.041166392082014,13.164443007621928,398,1381.0132808625485
4,2.703976612404543,14.265210152356158,74,15,27.227666777817035,0.4972845131116081,6,5.308870343977642,1.059594372134526,9.03619815247816,338,1165.7216278465771
1,1.9477927263209371,7.454370578206488,87,5,55.55309871067526,0.597438603850873,3,4.636912606464943,0.891024465935591,12.937943981243041,193,1106.0841728386677
6,2.757534720192734,15.905622930115742,95,8,67.86547818481753,0.39212983505075094,7,3.1267942008911587,0.9499932461559183,12.508214942110142,279,1394.9000217121156
8,2.7008253896511034,9.176440874854112,101,4,57.4439364066495,0.5369249370897601,7,4.253371119054321,1.1346422737770068,13.541476162839617,411,1378.3236185152716
5,2.8504161082079698,6.444703742623753,79,9,48.95422089295145,0.3832590896611452,2,1.509732158586143,0.8744472612007097,11.858456563917688,341,1260.135628051064
8,2.900397363486379,11.906993157050124,100,15,40.34649142214057,0.44172127232275366,6,3.3964008285882272,1.04910128606728,12.314381821031803,536,1500.2483529222568
5,2.3286636127734726,8.89853716707011,86,6,33.17177289283639,0.44480818256159754,2,2.3089672547551,0.9504939963297561,13.771575999001879,518,1220.6053967504677
2,2.3823342896483677,15.912062666596203,116,11,34.846182586482044,0.39402917451046265,6,6.972033021547411,1.1709073519548117,15.242576325989601,519,1367.8936925148469
7,2.8123587152581706,8.736329077893343,102,16,49.74051092063167,0.5120906240121399,6,2.324325736530054,1.0765299738553948,10.777274457516823,304,1319.537926445204
5,2.4887260515610157,10.917467626631463,104,12,71.78133872961995,0.34005244983057786,5,7.739306387173393,1.1109839307378706,13.739409208004506,232,1339.2662947388374
8,3.224635260686117,5.839158226169292,142,11,24.267276508530106,0.46362679635619064,5,5.037554110902591,0.948192356682517,14.878643899966185,163,1036.4372881353786
2,2.8077200251439205,12.372237580439837,78,9,57.92605530811126,0.5262497362753321,5,3.690080540777756,1.1045501126193988,14.032053619605751,551,1526.308230301977
1,3.682643254396281,7.7309379445352935,99,14,44.35403337568465,0.5061616943594499,3,5.418497925973652,1.1015611482494685,14.770011518356032,228,1182.1533505999255
4,3.183014382969824,12.02321573046088,96,10,47.72475058908704,0.4847239621953096,3,3.5262056967697792,1.069535611074531,12.036214291151305,538,1368.5279214672644
4,3.3184933517578803,8.749624525340764,106,5,41.793313339968215,0.5626598682313118,6,2.5284158263629433,0.977461359481094,14.905785752185817,322,1155.0522949192732
4,2.8539612122351836,4.0257748111265395,112,13,37.5605689768974,0.43408858824455054,4,4.469935803666961,1.028568325225239,11.744564958982096,495,1346.155316511524
5,2.865821688751921,10.382627146122456,119,7,52.26669488608529,0.3411205853667715,2,5.279873403398135,0.79722679772326,13.001149959377322,423,1234.4474518165725
1,3.618698415897408,10.251990593741947,147,4,53.617720600685736,0.459364107502717,5,6.0341665131671425,1.2118217959314115,12.1025114209861,161,1034.0740165487298
5,2.6096004657174574,12.571154593282872,96,12,57.61207304611841,0.44077425099438916,2,5.015969654186583,0.9405772395637557,12.167300757911281,189,1153.3840948183968
7,3.052093137957432,14.540933378889257,137,9,34.43033381500754,0.29901461784719274,7,3.6764142266157878,0.9714644704757023,10.137722027116846,330,1188.9821253193431
5,2.663200249440428,15.581111782992402,90,15,59.63745826596759,0.3695874291067713,6,6.17484884636112,0.8586301692840576,9.734015416014197,345,1396.4016032136738
1,2.6620529549526504,12.521781315170081,116,10,59.81312715158902,0.36050334056787925,1,5.883611219824681,1.0871453538030178,14.809093102999292,184,1163.0595501841146
1,2.2314286981345797,10.812898652785261,148,11,55.21029619019973,0.39171042626232677,6,4.717673043523051,1.070651521190859,10.01256669007767,440,1399.1860967766015
7,2.43538128175204,5.834079240247815,129,13,46.882942530564094,0.4247172759420104,3,5.9459565039494375,0.9759797393702236,13.315968021300888,268,1207.7974101556042
1,2.3465284684485703,10.589346815093178,100,13,54.06712973472197,0.4274455563122539,4,7.216330920146818,0.7419014301054653,10.818437051318245,329,1358.7748408992134
8,3.0748567494334225,10.627051567824713,143,9,49.44887382588636,0.3942554854635891,1,3.6578438824422337,0.9282218702813997,11.54454676325871,310,1104.7460478072123
1,3.288115401312392,9.420018000574286,95,12,60.56867401687633,0.36040984570936563,2,3.1934113814254443,1.062709384573587,14.015286503090012,419,1392.5848669709676
4,2.745226798812091,11.847063843758965,106,12,47.41892859609127,0.47662015369427013,3,3.6198835854644162,1.038763699657742,13.173466363627586,341,1198.4184995921387
8,2.9003891137833304,13.274028489461745,83,15,52.09321666020119,0.4580366618354741,5,2.6065384374138083,1.0045990248025287,12.707359756371218,525,1493.281271261831
8,2.717618377716803,7.611239100571044,107,10,33.907536495676915,0.4601807767316472,1,5.137896316466182,0.9612368774294292,14.757305618731834,265,998.7060536719621
7,2.4027295137462485,7.565767668615145,114,14,54.03629002773411,0.5764587192268487,3,2.2671052574386366,0.8286899988151355,12.44537879300858,432,1435.7908592794854
3,3.2029994204901473,9.593225730490543,100,11,43.64645122694455,0.46133494808523623,2,6.01669402172828,1.1205469589975332,14.894834132073328,451,1355.2323372261699
3,3.1026794175078103,8.20420412848884,96,8,56.076785967184,0.4236143250971696,6,3.4901213348677453,0.8445885440068578,11.1885050167653,506,1449.3695154250468
1,1.8852830836362409,5.209755324221907,80,14,58.79485455898261,0.44219581758555354,2,6.138893126797989,0.9864564361118691,10.994523905086298,156,1186.6095237365466
8,2.6551300673175473,7.091195465739031,125,14,45.02126617386766,0.456772071853425,1,1.0318116541719662,0.891105618664405,12.689584675440738,485,1304.9956693700728
3,2.368647600428176,6.4032226214590455,144,12,51.33641543630694,0.49359816084277464,1,3.8644310441901597,1.1239699523310507,12.917571682327202,414,1267.6778584954172
3,2.6035516154556966,13.526609287822186,76,4,52.747920939924704,0.44654718133150256,6,2.6804102148908866,1.0767145127500235,11.528696035301323,434,1355.1571219741486
1,2.469860863271111,14.969446001637216,77,4,54.654486573584926,0.3113309376009615,1,6.131911679463636,0.9688986955362197,12.46725003647655,160,1081.36755547761
3,2.768346073946592,6.802729040621099,121,6,58.808968277506125,0.4186215152695505,4,6.556664088892186,1.0892448136980661,15.11209142270949,159,1162.099808375501
5,2.632741335470811,11.593463496134504,102,11,57.52018775980638,0.44983915696117543,5,1.3095623009537962,0.8386632028250571,12.27659011644592,153,1174.4135794689287
2,2.6225882568271834,12.549104907222969,144,9,47.287476419845405,0.5426361705822775,3,5.496102240640566,1.000776864102932,9.791148980931277,157,1106.8511472396299
7,3.3202510149348594,5.644566011282718,135,4,66.7719752906263,0.3937503716881887,6,5.760636210865453,0.8888129505827101,10.102297635098996,346,1246.3380401289298
2,3.057067470487215,10.469565858781602,119,10,58.435962404354115,0.3332467655219774,2,4.791580535365048,1.1275713851337734,16.275624940270383,170,1215.046381777675
1,2.4538543628843876,17.393810472299087,98,13,64.86926362482735,0.4543186324470684,2,5.133916453600907,1.05286792157409,15.250406044359995,439,1543.540110234275
4,2.5248140823038243,11.976000787041093,129,9,54.444129665695854,0.511438236070547,5,5.039869769668266,1.084510670885308,12.209520364168672,444,1323.5291235803243
7,3.02579137114858,9.283840071903784,109,11,55.02622553686153,0.4217077374202251,1,5.500858712543046,0.9463949326074361,14.218849363739041,183,1202.8164553517854
1,3.0251343884325004,8.364846025742267,79,10,49.87494568105496,0.6194867274699841,1,2.9419673564766375,1.0954007384922555,13.332047887143979,233,1164.8475153468212
8,2.5017423996809836,4.097199505085034,112,5,46.65824612872779,0.6027074784911644,2,5.932544456159555,0.881682445190817,14.960159178161069,510,1285.478098668816
4,2.678624992501996,11.372825480954972,111,3,60.6358661755264,0.44457027733710486,5,4.639847354390483,0.8981498386858016,11.185638658601437,206,1070.470620025706
2,3.6739389342009967,15.684448135286779,134,4,53.63532310555326,0.46303310064917746,2,4.561576521837993,0.9897960562433731,11.231178746479467,259,1041.7044247343847
1,2.509985107688465,7.625423513838195,125,16,49.73338013746435,0.5472328883496416,1,5.105825214421875,0.9026040603485382,15.03891978249698,449,1429.1539382087194
8,3.704551558312238,4.3507495603972695,76,15,40.956829541114644,0.44333351327693626,6,2.709418684280852,1.0913593615579364,10.50540337126272,212,1125.5254177855911
7,3.3184709050851167,8.061212356866774,97,4,66.34641180969723,0.3924544223114281,3,2.340744100361337,0.9555536987347442,13.024803240509563,474,1365.8899678856455
7,3.6158741914466477,12.57269606313221,79,6,52.13853448122376,0.5130548885942436,1,4.208953760874722,0.8858517825561986,12.84023703902478,302,1162.547199212835
6,2.4896445265983322,8.749172843692035,100,8,38.94656026112824,0.48281473535691943,6,6.3799576976663275,0.8709836705643915,14.17640568300242,470,1366.9029854411729
8,2.7099246198834153,7.605214847226485,141,6,51.831199302865386,0.39222246369992014,3,2.820782921285273,1.0899575749553052,13.137754521877572,468,1227.141033752711
5,2.575700556267347,10.05565273532779,139,11,49.050248965169985,0.46961874791702174,7,4.595252840266032,0.717863684611212,12.699462851105785,409,1445.3377581987238
3,3.3295138223545337,10.670130279756878,92,6,48.64616172808484,0.43833105549211404,4,3.4320795921273106,0.8938436494544411,12.298917339764465,358,1286.8475693769997
4,2.5190085343895503,5.94773560910517,83,8,56.70512402133169,0.4223009200104408,5,3.2569270044278102,1.170944471810254,11.308810320308023,394,1334.97599143638
8,3.1403150483728233,9.365607170185415,139,8,49.06385036898457,0.3937543620418189,6,5.019906191706827,0.9703725023257205,12.644566241854392,580,1389.4926384612845
6,3.1150035346973604,8.548474728926664,79,12,48.02019675219256,0.4583808106968047,4,5.357218624279085,1.0921454904799257,14.790260263568891,199,1190.6503290236194
3,2.767576359466581,8.12927123518729,95,13,64.44829728443027,0.43079473221039394,1,3.3396511253801964,1.0589759690173253,12.451409234944693,172,1216.2602897513157
3,3.411742411809801,7.031529892383777,133,12,33.895274099469034,0.4700135552093835,7,6.176119405095177,0.9879917769219306,15.178975942515223,479,1400.1112919793122
1,2.842057319856294,12.746808121506984,143,3,50.52313214205134,0.5081330325003623,5,4.9178560971820335,0.8194733191113627,14.090562710445779,260,1138.1349412802979
3,3.1895212822391543,8.119107334488408,106,10,60.17799687234411,0.4662281704064668,6,4.0516024091961835,0.8577036211880031,13.680467281870172,450,1473.2005515426745
5,2.553917477239902,4.177505762468896,91,14,57.20422675335671,0.46744756887603806,7,4.820056722324848,0.855769428812081,12.65145616321165,142,1273.1917441584437
7,2.4445066990678628,10.771101765913315,130,5,61.07624358268809,0.4111826330943368,1,7.022699469667172,1.065238020691229,11.899388433163207,258,1143.3434436048667
6,3.1402815822349495,12.11624221208518,81,15,70.94079652997584,0.5333867641400472,5,5.349595656661407,1.0867649003210629,15.622764493446576,177,1386.2556954084089
3,2.996635624008157,7.6765780358734315,120,8,67.76313360799331,0.3892887300510809,5,3.4555389617159644,0.9090219067421517,14.191432259251133,237,1289.1771216584868
1,2.9069325833534614,8.366374838296249,113,5,39.64772862782479,0.33490429734127686,1,4.342409914106609,1.0008602162831568,12.68763070680154,499,1157.720393551068
5,2.626152960544204,8.105487313457175,120,13,35.16452207328444,0.37344245022766254,1,4.538015426674359,1.0108340731139338,15.651014863613504,510,1427.0791253385573
2,3.5315886470639892,8.988042091053764,117,4,54.24857359558145,0.5234074557277992,7,5.234595448793275,1.0188787288801224,13.926208097313726,557,1503.394310479859
7,2.2564505234002135,13.23008896204546,97,7,37.69177590535455,0.4824218787533503,7,4.679237276469199,0.9224327899372977,10.622658739889028,397,1237.314997358274
7,2.2302583394945015,9.666867716374218,97,16,32.05437024608962,0.5431875963681612,6,6.8387705258534845,1.197937845967716,12.224799959362326,268,1288.146063970088
6,3.2412199000460644,12.450101060613154,91,3,54.144074321677145,0.3554866575582527,5,4.071155003489166,1.0877169386822976,14.084281526755436,499,1376.9733458741064
7,3.201963044547152,7.172216188507864,111,11,56.614365581268956,0.6150110106006135,6,2.1105929327864636,1.0182919861141893,15.342268366388454,296,1369.8255750134128
3,2.959766920983054,8.879949518917089,99,13,67.8831887952993,0.4295248582173661,7,4.646606242366864,0.9503451467814711,16.718361290871943,285,1415.2956646980138
1,2.6528133945561247,12.78403636557065,146,9,58.59792439219772,0.32433664216034125,5,3.7914749004813633,0.9142157890292066,12.953502964716218,197,1204.766210278925
7,3.0308756089771944,7.648591588149549,135,5,69.93602634063276,0.606147015080703,6,2.4051882676344833,1.055577647860906,13.905585770497762,210,1250.469862012081
7,3.6136805663987874,12.953667176378083,140,6,54.531273178144,0.35640908425187356,1,3.449243323881526,0.9555174488635635,11.926513489311294,576,1284.8023311248144
2,3.99381949251652,8.165811581152761,91,15,39.83747502532549,0.42138912436917153,1,3.8993842922415674,1.0252538949116035,11.481935224281862,184,1017.7629232836528
2,1.9982329693263514,9.060977820808123,100,8,59.12739662615287,0.43507625544264106,2,5.853389827244138,0.791877314245945,10.19499169395972,352,1253.6240481890154
4,2.5901671140687634,14.874114968163557,105,5,64.17160731785464,0.48136657131971633,7,2.4322939067057816,0.9490866113990029,13.540911431767213,315,1338.6251281785073
5,2.560102374908894,8.727812439124987,82,14,54.88122975715436,0.3933651508078264,6,4.823013741643457,0.9973801817340079,14.950492735476816,281,1321.565557588179
3,3.568568576804501,10.423940561411536,102,9,65.31649297860231,0.523767138350357,2,7.262853645967851,1.1209994327088268,14.162897589435639,216,1198.9348342090352
7,1.6036649480690293,11.798817491244522,94,15,49.81526074531035,0.5034172441165531,2,4.138747087784338,0.9040273775877125,13.052741953708654,298,1336.460731846203
8,3.0363348552141125,10.660814150289163,75,8,56.40608496025018,0.4510909963847145,4,4.1004299453628095,0.8393411707222435,14.884571912017769,225,1174.0270558038417
7,2.667709602608296,10.744121791698625,147,11,49.31213229187385,0.5440699573990632,5,5.30557196190007,1.0609530206239333,17.6684901004417,462,1460.943492035399
1,3.574114025349909,9.83473804066527,120,14,74.46173176187017,0.4448990926225929,3,5.047860315593422,1.002549422242028,11.571725777921747,449,1516.8160550826638
4,3.508547037112539,6.199166912516876,74,7,59.3152632859528,0.4300974600250718,4,6.215653554146157,0.8122284674545941,9.005832429518996,158,1115.6793309921238
5,2.965384443797194,11.016230796243242,148,6,40.030182518671914,0.5920654670246821,7,4.148855627432798,0.817952451126606,13.464188785422289,424,1224.7325856557045
8,2.0349166384812145,7.862041589591619,126,5,69.27647474098274,0.4707992271761557,5,5.2826386777870695,0.9356465540125505,14.657138912121301,528,1496.1084735110205
4,2.5160401380416433,12.263824063018088,78,12,43.807734567820276,0.37952098929439226,3,5.3033864032589335,1.0002890632322423,10.418213896643632,182,1098.807459230276
6,2.568416850020401,14.004107383395406,112,3,51.164123743214816,0.3891647859508814,2,3.9291628489849213,1.1693810477554074,14.254560108623027,522,1295.3016072493542
5,2.1560632384846086,4.730234291972619,74,5,55.64177647215148,0.451083254745396,3,4.218151241071752,0.8857966936382874,12.368924552463136,513,1332.1628760768697
7,3.3428263539104117,14.009204258074103,145,5,56.44639776406285,0.2789139963165428,1,4.352202587202888,1.0717497434184853,13.455232803535477,274,1151.6620348278966
7,2.095328470117059,8.80007790354819,74,9,55.793670583587634,0.40464247696812317,7,2.752548637349647,0.7848130725976,11.430966691438789,242,1358.6989066811657
5,3.730631675716698,9.61757414342706,146,9,39.86923719520985,0.44258133579393216,1,3.859878240038982,1.0513379056457686,11.331794966208609,277,1194.4449912472942
7,3.729433511373028,7.336948399935499,127,15,55.826296345539944,0.437822658947053,6,6.318169997933797,1.1828460878769382,11.131788739250624,544,1512.5122966122487
3,2.60636340465787,10.549791807802604,144,14,61.870091091318585,0.36016019175753916,5,5.720242866086146,1.0261691054571056,13.988217590935625,362,1336.5050017657848
5,2.94768068294426,10.194748246666945,132,3,61.58660227910788,0.41778325824018286,4,3.6104321002213022,0.9332027881215679,11.905976216761653,369,1268.7427367704286
4,2.755974893612746,13.142746037262715,78,5,38.20695744724149,0.5337748381282821,7,4.346277444595664,1.151387558270244,13.347087007725056,434,1255.8409241715108
5,3.221923127282725,7.835994523312737,91,15,44.57133936065074,0.5190539894765323,2,5.633736747882063,1.0499513295870326,12.959854910235023,446,1407.491582585657
8,3.400270838149855,14.846797287784316,99,10,40.74115730655223,0.4565439219988801,7,4.945117448167948,1.0275339667801255,11.010076740646353,456,1338.3718434873547
7,2.913958975165415,11.939715746020731,73,11,54.37622951896178,0.44482406511020456,5,5.410086674551374,0.8930752245814766,13.034926410046245,537,1479.2099195342466
3,3.014944524426304,10.265241915305598,105,9,35.74619344614632,0.4382194868140097,2,5.063441475391391,1.0516603578607358,13.294308542295521,259,1128.6668720068594
3,2.493694911687674,9.47213039278153,112,9,39.97071447198545,0.4665660822234461,1,4.6477576707626636,0.9313028051273267,14.625097341223594,239,1147.2578687895275
6,2.9994452199338952,9.10502690609871,104,14,44.477944869131996,0.4570391722000004,7,4.150444774940725,1.0456535554419972,15.320942210058856,490,1424.2266765070062
